#,Date-Time (HST),Temperature (°C) ,Light (lux) 
207,07/05/2024 02:00:00,25.87,0.00
208,07/05/2024 02:30:00,25.78,0.00
209,07/05/2024 03:00:00,25.82,0.00
210,07/05/2024 03:30:00,25.87,0.00
211,07/05/2024 04:00:00,25.78,0.00
212,07/05/2024 04:30:00,25.74,0.00
213,07/05/2024 05:00:00,25.69,0.00
214,07/05/2024 05:30:00,25.69,0.41
215,07/05/2024 06:00:00,25.61,118.00
216,07/05/2024 06:30:00,25.57,675.20
217,07/05/2024 07:00:00,25.61,1506.56
218,07/05/2024 07:30:00,25.65,1511.68
219,07/05/2024 08:00:00,25.99,8117.76
220,07/05/2024 08:30:00,26.72,20403.20
221,07/05/2024 09:00:00,26.30,6620.16
222,07/05/2024 09:30:00,26.94,22364.16
223,07/05/2024 10:00:00,27.20,10071.04
224,07/05/2024 10:30:00,28.83,66068.48
225,07/05/2024 11:00:00,27.84,7815.68
226,07/05/2024 11:30:00,28.23,19486.72
227,07/05/2024 12:00:00,28.01,7720.96
228,07/05/2024 12:30:00,28.31,23019.52
229,07/05/2024 13:00:00,28.40,23101.44
230,07/05/2024 13:30:00,28.40,26347.52
231,07/05/2024 14:00:00,28.53,17602.56
232,07/05/2024 14:30:00,28.35,9231.36
233,07/05/2024 15:00:00,28.31,17085.44
234,07/05/2024 15:30:00,27.97,10639.36
235,07/05/2024 16:00:00,27.28,1839.36
236,07/05/2024 16:30:00,27.11,2560.00
237,07/05/2024 17:00:00,27.15,2034.56
238,07/05/2024 17:30:00,26.98,1930.24
239,07/05/2024 18:00:00,26.94,2012.80
240,07/05/2024 18:30:00,26.68,833.28
241,07/05/2024 19:00:00,26.55,319.52
242,07/05/2024 19:30:00,26.55,5.66
243,07/05/2024 20:00:00,26.60,0.00
244,07/05/2024 20:30:00,26.60,0.62
245,07/05/2024 21:00:00,26.55,0.00
246,07/05/2024 21:30:00,26.55,0.00
247,07/05/2024 22:00:00,26.55,0.00
248,07/05/2024 22:30:00,26.25,0.00
249,07/05/2024 23:00:00,26.21,0.00
250,07/05/2024 23:30:00,26.25,0.00
251,07/06/2024 00:00:00,26.21,0.00
252,07/06/2024 00:30:00,26.17,0.00
253,07/06/2024 01:00:00,26.17,0.00
254,07/06/2024 01:30:00,26.17,0.00
255,07/06/2024 02:00:00,26.17,0.00
256,07/06/2024 02:30:00,26.08,0.00
257,07/06/2024 03:00:00,25.99,0.00
258,07/06/2024 03:30:00,25.99,0.00
259,07/06/2024 04:00:00,25.95,0.00
260,07/06/2024 04:30:00,25.91,0.20
261,07/06/2024 05:00:00,25.91,0.00
262,07/06/2024 05:30:00,25.91,0.83
263,07/06/2024 06:00:00,25.87,200.80
264,07/06/2024 06:30:00,25.95,1152.32
265,07/06/2024 07:00:00,26.08,1955.20
266,07/06/2024 07:30:00,26.77,17489.92
267,07/06/2024 08:00:00,27.20,16419.84
268,07/06/2024 08:30:00,27.67,4985.60
269,07/06/2024 09:00:00,27.84,4555.52
270,07/06/2024 09:30:00,28.14,32317.44
271,07/06/2024 10:00:00,27.88,6072.32
272,07/06/2024 10:30:00,27.75,6202.88
273,07/06/2024 11:00:00,27.88,10204.16
274,07/06/2024 11:30:00,27.93,14453.76
275,07/06/2024 12:00:00,27.84,13045.76
276,07/06/2024 12:30:00,28.05,6922.24
277,07/06/2024 13:00:00,27.88,5209.60
278,07/06/2024 13:30:00,28.10,4435.20
279,07/06/2024 14:00:00,27.93,4512.00
280,07/06/2024 14:30:00,27.50,4236.80
281,07/06/2024 15:00:00,27.88,20577.28
282,07/06/2024 15:30:00,28.05,9863.68
283,07/06/2024 16:00:00,27.37,3208.96
284,07/06/2024 16:30:00,26.98,1789.44
285,07/06/2024 17:00:00,26.85,1893.12
286,07/06/2024 17:30:00,26.72,1162.24
287,07/06/2024 18:00:00,26.68,1563.52
288,07/06/2024 18:30:00,26.47,720.00
289,07/06/2024 19:00:00,26.42,263.12
290,07/06/2024 19:30:00,26.30,6.29
291,07/06/2024 20:00:00,26.55,0.00
292,07/06/2024 20:30:00,26.51,0.00
293,07/06/2024 21:00:00,26.42,0.00
294,07/06/2024 21:30:00,26.30,1.04
295,07/06/2024 22:00:00,26.30,0.00
296,07/06/2024 22:30:00,25.95,1.25
297,07/06/2024 23:00:00,25.95,0.00
298,07/06/2024 23:30:00,25.91,0.00
299,07/07/2024 00:00:00,25.99,0.00
300,07/07/2024 00:30:00,25.95,0.00
301,07/07/2024 01:00:00,25.95,0.00
302,07/07/2024 01:30:00,25.91,0.00
303,07/07/2024 02:00:00,25.95,0.00
304,07/07/2024 02:30:00,25.95,0.00
305,07/07/2024 03:00:00,25.95,0.00
306,07/07/2024 03:30:00,25.95,0.00
307,07/07/2024 04:00:00,25.99,0.00
308,07/07/2024 04:30:00,25.95,0.00
309,07/07/2024 05:00:00,25.95,0.00
310,07/07/2024 05:30:00,25.87,0.20
311,07/07/2024 06:00:00,25.87,112.96
312,07/07/2024 06:30:00,25.91,1201.92
313,07/07/2024 07:00:00,25.99,1339.52
314,07/07/2024 07:30:00,25.91,1316.48
315,07/07/2024 08:00:00,25.99,2819.84
316,07/07/2024 08:30:00,25.99,2502.40
317,07/07/2024 09:00:00,25.95,3339.52
318,07/07/2024 09:30:00,26.25,8673.28
319,07/07/2024 10:00:00,27.58,25446.40
320,07/07/2024 10:30:00,28.44,65024.00
321,07/07/2024 11:00:00,27.67,10956.80
322,07/07/2024 11:30:00,27.97,24965.12
323,07/07/2024 12:00:00,28.35,11289.60
324,07/07/2024 12:30:00,27.84,14617.60
325,07/07/2024 13:00:00,28.18,21493.76
326,07/07/2024 13:30:00,28.05,10613.76
327,07/07/2024 14:00:00,28.31,17971.20
328,07/07/2024 14:30:00,28.05,9064.96
329,07/07/2024 15:00:00,27.63,3722.24
330,07/07/2024 15:30:00,27.28,2469.12
331,07/07/2024 16:00:00,26.98,2840.32
332,07/07/2024 16:30:00,26.68,2777.60
333,07/07/2024 17:00:00,26.68,2455.68
334,07/07/2024 17:30:00,26.64,2111.36
335,07/07/2024 18:00:00,26.55,1390.72
336,07/07/2024 18:30:00,26.47,705.60
337,07/07/2024 19:00:00,26.34,124.72
338,07/07/2024 19:30:00,26.17,7.34
339,07/07/2024 20:00:00,26.25,0.00
340,07/07/2024 20:30:00,26.25,0.00
341,07/07/2024 21:00:00,26.21,0.20
342,07/07/2024 21:30:00,26.17,0.00
343,07/07/2024 22:00:00,26.17,0.00
344,07/07/2024 22:30:00,26.12,0.00
345,07/07/2024 23:00:00,25.69,0.41
346,07/07/2024 23:30:00,25.69,0.00
347,07/08/2024 00:00:00,25.69,0.00
348,07/08/2024 00:30:00,25.69,0.00
349,07/08/2024 01:00:00,25.61,0.00
350,07/08/2024 01:30:00,25.57,0.00
351,07/08/2024 02:00:00,25.52,0.00
352,07/08/2024 02:30:00,25.44,0.00
353,07/08/2024 03:00:00,25.48,0.00
354,07/08/2024 03:30:00,25.48,0.00
355,07/08/2024 04:00:00,25.48,0.00
356,07/08/2024 04:30:00,25.52,0.00
357,07/08/2024 05:00:00,25.52,0.00
358,07/08/2024 05:30:00,25.39,0.62
359,07/08/2024 06:00:00,25.39,157.68
360,07/08/2024 06:30:00,25.48,930.56
361,07/08/2024 07:00:00,25.52,1407.36
362,07/08/2024 07:30:00,26.17,13143.04
363,07/08/2024 08:00:00,26.90,15319.04
364,07/08/2024 08:30:00,26.94,5404.16
365,07/08/2024 09:00:00,26.72,4878.08
366,07/08/2024 09:30:00,26.34,4270.08
367,07/08/2024 10:00:00,27.50,7096.32
368,07/08/2024 10:30:00,28.10,11084.80
369,07/08/2024 11:00:00,27.88,18544.64
370,07/08/2024 11:30:00,27.84,11202.56
371,07/08/2024 12:00:00,27.84,7956.48
372,07/08/2024 12:30:00,28.27,16000.00
373,07/08/2024 13:00:00,28.44,15191.04
374,07/08/2024 13:30:00,28.53,5900.80
375,07/08/2024 14:00:00,28.74,15119.36
376,07/08/2024 14:30:00,28.74,17361.92
377,07/08/2024 15:00:00,28.23,4764.16
378,07/08/2024 15:30:00,28.10,2784.00
379,07/08/2024 16:00:00,27.88,3535.36
380,07/08/2024 16:30:00,27.71,4739.84
381,07/08/2024 17:00:00,27.54,3517.44
382,07/08/2024 17:30:00,27.37,2178.56
383,07/08/2024 18:00:00,27.20,1242.24
384,07/08/2024 18:30:00,26.98,723.84
385,07/08/2024 19:00:00,26.94,236.24
386,07/08/2024 19:30:00,26.81,4.61
387,07/08/2024 20:00:00,26.77,0.00
388,07/08/2024 20:30:00,26.72,0.00
389,07/08/2024 21:00:00,26.64,0.00
390,07/08/2024 21:30:00,26.64,0.00
391,07/08/2024 22:00:00,26.47,0.00
392,07/08/2024 22:30:00,26.38,0.00
393,07/08/2024 23:00:00,26.42,0.00
394,07/08/2024 23:30:00,26.47,0.00
395,07/09/2024 00:00:00,26.38,0.00
396,07/09/2024 00:30:00,26.34,0.00
397,07/09/2024 01:00:00,26.25,0.00
398,07/09/2024 01:30:00,26.21,0.00
399,07/09/2024 02:00:00,26.21,0.00
400,07/09/2024 02:30:00,26.12,0.00
401,07/09/2024 03:00:00,26.08,0.00
402,07/09/2024 03:30:00,25.99,0.00
403,07/09/2024 04:00:00,26.04,0.00
404,07/09/2024 04:30:00,25.99,0.00
405,07/09/2024 05:00:00,25.91,0.00
406,07/09/2024 05:30:00,25.91,0.41
407,07/09/2024 06:00:00,25.87,118.12
408,07/09/2024 06:30:00,25.95,1023.04
409,07/09/2024 07:00:00,25.99,1797.76
410,07/09/2024 07:30:00,26.64,9464.32
411,07/09/2024 08:00:00,27.28,15779.84
412,07/09/2024 08:30:00,27.54,8010.24
413,07/09/2024 09:00:00,28.23,26173.44
414,07/09/2024 09:30:00,28.48,23111.68
415,07/09/2024 10:00:00,29.30,25528.32
416,07/09/2024 10:30:00,29.73,29706.24
417,07/09/2024 11:00:00,28.83,17192.96
418,07/09/2024 11:30:00,28.78,22343.68
419,07/09/2024 12:00:00,28.78,20766.72
420,07/09/2024 12:30:00,28.78,20285.44
421,07/09/2024 13:00:00,28.70,17172.48
422,07/09/2024 13:30:00,28.57,18800.64
423,07/09/2024 14:00:00,28.53,16501.76
424,07/09/2024 14:30:00,28.40,10977.28
425,07/09/2024 15:00:00,28.14,13440.00
426,07/09/2024 15:30:00,27.88,10426.88
427,07/09/2024 16:00:00,27.32,2583.04
428,07/09/2024 16:30:00,26.94,1572.48
429,07/09/2024 17:00:00,26.81,1706.88
430,07/09/2024 17:30:00,26.55,1380.48
431,07/09/2024 18:00:00,26.34,1059.20
432,07/09/2024 18:30:00,26.21,669.76
433,07/09/2024 19:00:00,26.04,264.16
434,07/09/2024 19:30:00,25.91,8.39
435,07/09/2024 20:00:00,25.91,0.00
436,07/09/2024 20:30:00,25.91,0.00
437,07/09/2024 21:00:00,25.87,0.00
438,07/09/2024 21:30:00,25.74,0.00
439,07/09/2024 22:00:00,25.65,4.19
440,07/09/2024 22:30:00,25.69,0.00
441,07/09/2024 23:00:00,25.48,0.00
442,07/09/2024 23:30:00,25.57,0.00
443,07/10/2024 00:00:00,25.65,0.00
444,07/10/2024 00:30:00,25.65,0.00
445,07/10/2024 01:00:00,25.69,0.00
446,07/10/2024 01:30:00,25.74,0.00
447,07/10/2024 02:00:00,25.74,0.00
448,07/10/2024 02:30:00,25.78,0.00
449,07/10/2024 03:00:00,25.65,0.00
450,07/10/2024 03:30:00,25.61,0.00
451,07/10/2024 04:00:00,25.61,0.00
452,07/10/2024 04:30:00,25.57,0.00
453,07/10/2024 05:00:00,25.61,0.00
454,07/10/2024 05:30:00,25.61,0.00
455,07/10/2024 06:00:00,25.69,167.92
456,07/10/2024 06:30:00,25.69,1151.36
457,07/10/2024 07:00:00,25.87,2923.52
458,07/10/2024 07:30:00,26.25,4599.04
459,07/10/2024 08:00:00,26.30,3688.96
460,07/10/2024 08:30:00,26.34,2819.84
461,07/10/2024 09:00:00,26.38,4340.48
462,07/10/2024 09:30:00,26.51,8225.28
