#,Date-Time (HST),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,End of File
265,07/04/2024 18:00:00,26.21,1433.60,,,,
266,07/04/2024 18:30:00,25.95,685.12,,,,
267,07/04/2024 19:00:00,26.34,219.52,,,,
268,07/04/2024 19:30:00,26.08,8.21,,,,
269,07/04/2024 20:00:00,26.42,0.00,,,,
270,07/04/2024 20:30:00,26.12,0.00,,,,
271,07/04/2024 21:00:00,26.42,0.00,,,,
272,07/04/2024 21:30:00,26.17,0.00,,,,
273,07/04/2024 22:00:00,26.38,0.00,,,,
274,07/04/2024 22:30:00,26.21,0.00,,,,
275,07/04/2024 23:00:00,26.21,0.00,,,,
276,07/04/2024 23:30:00,26.17,0.00,,,,
277,07/05/2024 00:00:00,26.34,0.00,,,,
278,07/05/2024 00:30:00,26.21,0.00,,,,
279,07/05/2024 01:00:00,26.42,0.00,,,,
280,07/05/2024 01:30:00,26.17,0.00,,,,
281,07/05/2024 02:00:00,26.42,0.00,,,,
282,07/05/2024 02:30:00,26.25,0.00,,,,
283,07/05/2024 03:00:00,26.04,0.00,,,,
284,07/05/2024 03:30:00,26.30,0.00,,,,
285,07/05/2024 04:00:00,25.99,0.00,,,,
286,07/05/2024 04:30:00,26.17,0.00,,,,
287,07/05/2024 05:00:00,26.34,0.00,,,,
288,07/05/2024 05:30:00,26.04,0.41,,,,
289,07/05/2024 06:00:00,26.12,76.30,,,,
290,07/05/2024 06:30:00,26.38,450.24,,,,
291,07/05/2024 07:00:00,26.30,974.40,,,,
292,07/05/2024 07:30:00,26.17,1030.08,,,,
293,07/05/2024 08:00:00,26.38,4136.96,,,,
294,07/05/2024 08:30:00,26.64,6167.04,,,,
295,07/05/2024 09:00:00,26.47,4281.60,,,,
296,07/05/2024 09:30:00,26.64,9866.24,,,,
297,07/05/2024 10:00:00,26.90,15078.40,,,,
298,07/05/2024 10:30:00,27.15,18114.56,,,,
299,07/05/2024 11:00:00,27.15,5675.52,,,,
300,07/05/2024 11:30:00,28.14,42496.00,,,,
301,07/05/2024 12:00:00,28.23,56934.40,,,,
302,07/05/2024 12:30:00,27.80,21432.32,,,,
303,07/05/2024 13:00:00,27.84,21422.08,,,,
304,07/05/2024 13:30:00,27.88,17996.80,,,,
305,07/05/2024 14:00:00,27.88,22231.04,,,,
306,07/05/2024 14:30:00,27.80,5488.64,,,,
307,07/05/2024 15:00:00,27.67,14474.24,,,,
308,07/05/2024 15:30:00,27.54,8437.76,,,,
309,07/05/2024 16:00:00,27.20,2608.00,,,,
310,07/05/2024 16:30:00,27.07,2888.96,,,,
311,07/05/2024 17:00:00,26.98,1582.08,,,,
312,07/05/2024 17:30:00,26.81,2139.52,,,,
313,07/05/2024 18:00:00,26.60,940.80,,,,
314,07/05/2024 18:30:00,26.30,520.80,,,,
315,07/05/2024 19:00:00,26.08,227.76,,,,
316,07/05/2024 19:30:00,26.42,6.77,,,,
317,07/05/2024 20:00:00,26.17,0.00,,,,
318,07/05/2024 20:30:00,26.04,0.00,,,,
319,07/05/2024 21:00:00,26.25,0.00,,,,
320,07/05/2024 21:30:00,26.17,0.00,,,,
321,07/05/2024 22:00:00,25.99,0.00,,,,
322,07/05/2024 22:30:00,26.38,0.00,,,,
323,07/05/2024 23:00:00,26.17,0.00,,,,
324,07/05/2024 23:30:00,26.04,0.00,,,,
325,07/06/2024 00:00:00,26.34,0.00,,,,
326,07/06/2024 00:30:00,26.17,0.00,,,,
327,07/06/2024 01:00:00,25.99,0.00,,,,
328,07/06/2024 01:30:00,26.34,0.00,,,,
329,07/06/2024 02:00:00,26.12,0.00,,,,
330,07/06/2024 02:30:00,26.42,0.00,,,,
331,07/06/2024 03:00:00,26.17,0.00,,,,
332,07/06/2024 03:30:00,26.30,0.00,,,,
333,07/06/2024 04:00:00,26.25,0.00,,,,
334,07/06/2024 04:30:00,26.08,0.00,,,,
335,07/06/2024 05:00:00,26.21,0.00,,,,
336,07/06/2024 05:30:00,25.99,0.41,,,,
337,07/06/2024 06:00:00,26.25,115.52,,,,
338,07/06/2024 06:30:00,26.08,616.16,,,,
339,07/06/2024 07:00:00,26.04,866.56,,,,
340,07/06/2024 07:30:00,26.60,1411.84,,,,
341,07/06/2024 08:00:00,26.64,1708.80,,,,
342,07/06/2024 08:30:00,26.72,2128.00,,,,
343,07/06/2024 09:00:00,26.81,2091.52,,,,
344,07/06/2024 09:30:00,26.90,11617.28,,,,
345,07/06/2024 10:00:00,26.77,3526.40,,,,
346,07/06/2024 10:30:00,26.60,3338.24,,,,
347,07/06/2024 11:00:00,26.72,7447.04,,,,
348,07/06/2024 11:30:00,26.85,10516.48,,,,
349,07/06/2024 12:00:00,26.77,6243.84,,,,
350,07/06/2024 12:30:00,26.90,3572.48,,,,
351,07/06/2024 13:00:00,26.94,5693.44,,,,
352,07/06/2024 13:30:00,27.37,20725.76,,,,
353,07/06/2024 14:00:00,27.20,5762.56,,,,
354,07/06/2024 14:30:00,26.98,3191.04,,,,
355,07/06/2024 15:00:00,27.11,5967.36,,,,
356,07/06/2024 15:30:00,27.24,8826.88,,,,
357,07/06/2024 16:00:00,26.85,11612.16,,,,
358,07/06/2024 16:23:30,,,Logged,,,
359,07/06/2024 16:23:31,,,,Logged,,
360,07/06/2024 16:23:33,,,,,Logged,
361,07/06/2024 16:30:00,26.85,4593.92,,,,
362,07/06/2024 17:00:00,26.72,2371.20,,,,
363,07/06/2024 17:30:00,26.77,7242.24,,,,
364,07/06/2024 18:00:00,26.47,768.64,,,,
365,07/06/2024 18:30:00,26.25,478.08,,,,
366,07/06/2024 19:00:00,26.12,216.24,,,,
367,07/06/2024 19:30:00,26.51,7.80,,,,
368,07/06/2024 20:00:00,26.21,0.00,,,,
369,07/06/2024 20:30:00,26.08,0.00,,,,
370,07/06/2024 21:00:00,26.47,0.00,,,,
371,07/06/2024 21:30:00,26.25,0.00,,,,
372,07/06/2024 22:00:00,26.04,0.00,,,,
373,07/06/2024 22:30:00,26.34,0.00,,,,
374,07/06/2024 23:00:00,26.12,0.00,,,,
375,07/06/2024 23:30:00,26.47,0.00,,,,
376,07/07/2024 00:00:00,26.25,0.00,,,,
377,07/07/2024 00:30:00,26.30,0.00,,,,
378,07/07/2024 01:00:00,26.21,0.00,,,,
379,07/07/2024 01:30:00,26.30,0.00,,,,
380,07/07/2024 02:00:00,26.17,0.00,,,,
381,07/07/2024 02:30:00,26.17,0.00,,,,
382,07/07/2024 03:00:00,26.21,0.00,,,,
383,07/07/2024 03:30:00,25.99,0.00,,,,
384,07/07/2024 04:00:00,26.30,0.00,,,,
385,07/07/2024 04:30:00,26.12,0.00,,,,
386,07/07/2024 05:00:00,26.17,0.00,,,,
387,07/07/2024 05:30:00,26.38,0.20,,,,
388,07/07/2024 06:00:00,26.04,71.78,,,,
389,07/07/2024 06:30:00,26.34,564.80,,,,
390,07/07/2024 07:00:00,26.04,858.56,,,,
391,07/07/2024 07:30:00,26.25,930.88,,,,
392,07/07/2024 08:00:00,26.47,1942.40,,,,
393,07/07/2024 08:30:00,26.21,1700.48,,,,
394,07/07/2024 09:00:00,26.38,2296.96,,,,
395,07/07/2024 09:30:00,26.34,5235.20,,,,
396,07/07/2024 10:00:00,26.64,8071.68,,,,
397,07/07/2024 10:30:00,26.85,14755.84,,,,
398,07/07/2024 11:00:00,26.98,15134.72,,,,
399,07/07/2024 11:30:00,27.07,21207.04,,,,
400,07/07/2024 12:00:00,27.07,8281.60,,,,
401,07/07/2024 12:30:00,26.90,15769.60,,,,
402,07/07/2024 13:00:00,27.11,18585.60,,,,
403,07/07/2024 13:30:00,27.15,19363.84,,,,
404,07/07/2024 14:00:00,27.15,11468.80,,,,
405,07/07/2024 14:30:00,27.15,8793.60,,,,
406,07/07/2024 15:00:00,26.72,3112.96,,,,
407,07/07/2024 15:30:00,26.55,1943.68,,,,
408,07/07/2024 16:00:00,26.38,2353.28,,,,
409,07/07/2024 16:30:00,26.30,4797.44,,,,
410,07/07/2024 17:00:00,26.34,2076.80,,,,
411,07/07/2024 17:30:00,26.25,1026.24,,,,
412,07/07/2024 18:00:00,26.12,867.52,,,,
413,07/07/2024 18:30:00,26.42,428.48,,,,
414,07/07/2024 19:00:00,26.25,75.48,,,,
415,07/07/2024 19:30:00,26.04,5.34,,,,
416,07/07/2024 20:00:00,26.47,0.00,,,,
417,07/07/2024 20:30:00,26.12,0.00,,,,
418,07/07/2024 21:00:00,26.42,0.00,,,,
419,07/07/2024 21:30:00,26.12,0.00,,,,
420,07/07/2024 22:00:00,26.47,0.00,,,,
421,07/07/2024 22:30:00,26.12,0.00,,,,
422,07/07/2024 23:00:00,26.42,0.00,,,,
423,07/07/2024 23:30:00,26.04,0.00,,,,
424,07/08/2024 00:00:00,26.30,0.00,,,,
425,07/08/2024 00:30:00,26.34,0.00,,,,
426,07/08/2024 01:00:00,26.12,0.00,,,,
427,07/08/2024 01:30:00,26.47,0.00,,,,
428,07/08/2024 02:00:00,26.17,0.00,,,,
429,07/08/2024 02:30:00,26.08,0.00,,,,
430,07/08/2024 03:00:00,26.25,0.00,,,,
431,07/08/2024 03:30:00,26.21,0.00,,,,
432,07/08/2024 04:00:00,26.04,0.00,,,,
433,07/08/2024 04:30:00,26.42,0.00,,,,
434,07/08/2024 05:00:00,26.21,0.00,,,,
435,07/08/2024 05:30:00,26.08,0.20,,,,
436,07/08/2024 06:00:00,26.30,84.92,,,,
437,07/08/2024 06:30:00,26.17,489.60,,,,
438,07/08/2024 07:00:00,26.04,705.28,,,,
439,07/08/2024 07:30:00,26.25,678.40,,,,
440,07/08/2024 08:00:00,26.60,822.40,,,,
441,07/08/2024 08:30:00,26.60,3221.76,,,,
442,07/08/2024 08:32:49,,,Logged,Logged,,
443,07/08/2024 08:32:51,,,,,Logged,Logged
